&,-l -> <1>,<2>,cd	confidence:0.8136645962732919
<2>,cd,man,z -> <1>	confidence:1.0
<1>,cd,man,z -> <2>	confidence:0.8484848484848485
cd,man,z -> <1>,<2>	confidence:0.8484848484848485
<1>,<2>,man,z -> cd	confidence:0.9180327868852459
<2>,man,z -> <1>,cd	confidence:0.9180327868852459
<2>,cd,mkdir,mv -> <1>	confidence:1.0
<1>,cd,mkdir,mv -> <2>	confidence:1.0
cd,mkdir,mv -> <1>,<2>	confidence:1.0
<1>,<2>,mkdir,mv -> cd	confidence:0.9872611464968153
<2>,mkdir,mv -> <1>,cd	confidence:0.9872611464968153
<1>,mkdir,mv -> <2>,cd	confidence:0.9872611464968153
mkdir,mv -> <1>,<2>,cd	confidence:0.9872611464968153
<2>,cd,mkdir,rm -> <1>	confidence:1.0
<1>,cd,mkdir,rm -> <2>	confidence:0.9844961240310077
cd,mkdir,rm -> <1>,<2>	confidence:0.9844961240310077
<1>,<2>,mkdir,rm -> cd	confidence:0.9844961240310077
<2>,mkdir,rm -> <1>,cd	confidence:0.9844961240310077
<1>,mkdir,rm -> <2>,cd	confidence:0.9621212121212122
mkdir,rm -> <1>,<2>,cd	confidence:0.9621212121212122
<2>,cd,mkdir,vi -> <1>	confidence:1.0
<1>,cd,mkdir,vi -> <2>	confidence:0.9562043795620438
cd,mkdir,vi -> <1>,<2>	confidence:0.9562043795620438
<1>,<2>,mkdir,vi -> cd	confidence:0.9849624060150376
<2>,mkdir,vi -> <1>,cd	confidence:0.9849624060150376
<1>,mkdir,vi -> <2>,cd	confidence:0.9225352112676056
mkdir,vi -> <1>,<2>,cd	confidence:0.9225352112676056
<2>,cd,more,mv -> <1>	confidence:1.0
<1>,cd,more,mv -> <2>	confidence:0.9940828402366864
cd,more,mv -> <1>,<2>	confidence:0.9940828402366864
<1>,<2>,more,mv -> cd	confidence:0.9655172413793104
<2>,more,mv -> <1>,cd	confidence:0.9655172413793104
<1>,more,mv -> <2>,cd	confidence:0.96
more,mv -> <1>,<2>,cd	confidence:0.96
<2>,cd,more,rm -> <1>	confidence:1.0
<1>,<2>,more,rm -> cd	confidence:0.9539748953974896
<2>,more,rm -> <1>,cd	confidence:0.9539748953974896
<2>,cd,more,vi -> <1>	confidence:1.0
<1>,<2>,more,vi -> cd	confidence:0.9660377358490566
<2>,more,vi -> <1>,cd	confidence:0.9660377358490566
<2>,cd,more,| -> <1>	confidence:1.0
<1>,<2>,more,| -> cd	confidence:0.9440559440559441
<2>,more,| -> <1>,cd	confidence:0.9440559440559441
<2>,cd,mv,pwd -> <1>	confidence:1.0
<1>,cd,mv,pwd -> <2>	confidence:1.0
cd,mv,pwd -> <1>,<2>	confidence:1.0
<1>,<2>,mv,pwd -> cd	confidence:1.0
<2>,mv,pwd -> <1>,cd	confidence:1.0
<1>,mv,pwd -> <2>,cd	confidence:1.0
mv,pwd -> <1>,<2>,cd	confidence:1.0
<2>,cd,mv,rm -> <1>	confidence:1.0
<1>,cd,mv,rm -> <2>	confidence:0.9957264957264957
cd,mv,rm -> <1>,<2>	confidence:0.9957264957264957
<1>,<2>,mv,rm -> cd	confidence:0.9688149688149689
<2>,mv,rm -> <1>,cd	confidence:0.966804979253112
<1>,mv,rm -> <2>,cd	confidence:0.9648033126293996
mv,rm -> <1>,<2>,cd	confidence:0.9628099173553719
<2>,cd,mv,tar -> <1>	confidence:1.0
<1>,cd,mv,tar -> <2>	confidence:0.9921259842519685
cd,mv,tar -> <1>,<2>	confidence:0.9921259842519685
<1>,<2>,mv,tar -> cd	confidence:1.0
<2>,mv,tar -> <1>,cd	confidence:1.0
<1>,mv,tar -> <2>,cd	confidence:0.9921259842519685
mv,tar -> <1>,<2>,cd	confidence:0.9921259842519685
<2>,cd,mv,vi -> <1>	confidence:1.0
<1>,cd,mv,vi -> <2>	confidence:0.995575221238938
cd,mv,vi -> <1>,<2>	confidence:0.995575221238938
<1>,<2>,mv,vi -> cd	confidence:0.9473684210526315
<2>,mv,vi -> <1>,cd	confidence:0.9473684210526315
<1>,mv,vi -> <2>,cd	confidence:0.9433962264150944
mv,vi -> <1>,<2>,cd	confidence:0.9433962264150944
<2>,cd,mv,z -> <1>	confidence:1.0
<1>,cd,mv,z -> <2>	confidence:0.9923076923076923
cd,mv,z -> <1>,<2>	confidence:0.9923076923076923
<1>,<2>,mv,z -> cd	confidence:0.9347826086956522
<2>,mv,z -> <1>,cd	confidence:0.9280575539568345
<1>,mv,z -> <2>,cd	confidence:0.9280575539568345
mv,z -> <1>,<2>,cd	confidence:0.9214285714285714
<2>,cd,mv,| -> <1>	confidence:1.0
<1>,cd,mv,| -> <2>	confidence:0.98989898989899
cd,mv,| -> <1>,<2>	confidence:0.98989898989899
<1>,<2>,mv,| -> cd	confidence:0.98989898989899
<2>,mv,| -> <1>,cd	confidence:0.98989898989899
<1>,mv,| -> <2>,cd	confidence:0.98
mv,| -> <1>,<2>,cd	confidence:0.98
<2>,cd,pwd,rm -> <1>	confidence:1.0
<1>,cd,pwd,rm -> <2>	confidence:0.8588957055214724
cd,pwd,rm -> <1>,<2>	confidence:0.8588957055214724
<1>,<2>,pwd,rm -> cd	confidence:0.9929078014184397
<2>,pwd,rm -> <1>,cd	confidence:0.9929078014184397
<1>,pwd,rm -> <2>,cd	confidence:0.8383233532934131
pwd,rm -> <1>,<2>,cd	confidence:0.8383233532934131
<2>,cd,pwd,vi -> <1>	confidence:1.0
<1>,cd,pwd,vi -> <2>	confidence:0.86
cd,pwd,vi -> <1>,<2>	confidence:0.86
<1>,<2>,pwd,vi -> cd	confidence:1.0
<2>,pwd,vi -> <1>,cd	confidence:1.0
<1>,pwd,vi -> <2>,cd	confidence:0.8431372549019608
pwd,vi -> <1>,<2>,cd	confidence:0.8431372549019608
<2>,cd,rlogin,rm -> <1>	confidence:1.0
<1>,cd,rlogin,rm -> <2>	confidence:0.9032258064516129
cd,rlogin,rm -> <1>,<2>	confidence:0.9032258064516129
<1>,<2>,rlogin,rm -> cd	confidence:0.9739130434782609
<2>,rlogin,rm -> <1>,cd	confidence:0.9739130434782609
<1>,rlogin,rm -> <2>,cd	confidence:0.835820895522388
rlogin,rm -> <1>,<2>,cd	confidence:0.835820895522388
<2>,cd,rlogin,vi -> <1>	confidence:1.0
<1>,cd,rlogin,vi -> <2>	confidence:0.8223684210526315
cd,rlogin,vi -> <1>,<2>	confidence:0.8223684210526315
<1>,<2>,rlogin,vi -> cd	confidence:0.9615384615384616
<2>,rlogin,vi -> <1>,cd	confidence:0.9615384615384616
<2>,cd,rm,tar -> <1>	confidence:1.0
<1>,cd,rm,tar -> <2>	confidence:0.9527027027027027
cd,rm,tar -> <1>,<2>	confidence:0.9527027027027027
<1>,<2>,rm,tar -> cd	confidence:1.0
<2>,rm,tar -> <1>,cd	confidence:1.0
<1>,rm,tar -> <2>,cd	confidence:0.9527027027027027
rm,tar -> <1>,<2>,cd	confidence:0.9527027027027027
<2>,cd,rm,vi -> <1>	confidence:1.0
<1>,<2>,rm,vi -> cd	confidence:0.9577464788732394
<2>,rm,vi -> <1>,cd	confidence:0.9577464788732394
<2>,cd,rm,z -> <1>	confidence:1.0
<1>,cd,rm,z -> <2>	confidence:0.8268156424581006
cd,rm,z -> <1>,<2>	confidence:0.8268156424581006
<1>,<2>,rm,z -> cd	confidence:0.9801324503311258
<2>,rm,z -> <1>,cd	confidence:0.9736842105263158
<2>,cd,rm,| -> <1>	confidence:1.0
<1>,cd,rm,| -> <2>	confidence:0.8603773584905661
cd,rm,| -> <1>,<2>	confidence:0.8603773584905661
<1>,<2>,rm,| -> cd	confidence:0.9827586206896551
<2>,rm,| -> <1>,cd	confidence:0.9827586206896551
<1>,rm,| -> <2>,cd	confidence:0.8172043010752689
rm,| -> <1>,<2>,cd	confidence:0.8172043010752689
<2>,cd,vi,z -> <1>	confidence:1.0
<1>,<2>,vi,z -> cd	confidence:0.910828025477707
<2>,vi,z -> <1>,cd	confidence:0.910828025477707
<2>,cd,vi,| -> <1>	confidence:1.0
<1>,cd,vi,| -> <2>	confidence:0.8289473684210527
cd,vi,| -> <1>,<2>	confidence:0.8289473684210527
<1>,<2>,vi,| -> cd	confidence:0.980544747081712
<2>,vi,| -> <1>,cd	confidence:0.980544747081712
<2>,cp,elm,ls -> <1>	confidence:1.0
<1>,cp,elm,ls -> <2>	confidence:1.0
cp,elm,ls -> <1>,<2>	confidence:1.0
cp,elm -> <1>,<2>,ls	confidence:0.8037974683544303
<1>,cp,elm -> <2>,ls	confidence:0.8037974683544303
<2>,cp,elm -> <1>,ls	confidence:0.8037974683544303
<1>,<2>,cp,elm -> ls	confidence:0.8037974683544303
<2>,cp,elm,vi -> <1>	confidence:1.0
<1>,cp,elm,vi -> <2>	confidence:1.0
cp,elm,vi -> <1>,<2>	confidence:1.0
cp,elm -> <1>,<2>,vi	confidence:0.810126582278481
<1>,cp,elm -> <2>,vi	confidence:0.810126582278481
<2>,cp,elm -> <1>,vi	confidence:0.810126582278481
<1>,<2>,cp,elm -> vi	confidence:0.810126582278481
<2>,cp,exit,ls -> <1>	confidence:1.0
<1>,cp,exit,ls -> <2>	confidence:1.0
cp,exit,ls -> <1>,<2>	confidence:1.0
cp,exit -> <1>,<2>,ls	confidence:0.9746835443037974
<1>,cp,exit -> <2>,ls	confidence:0.9808917197452229
<2>,cp,exit -> <1>,ls	confidence:0.9746835443037974
<1>,<2>,cp,exit -> ls	confidence:0.9808917197452229
<2>,cp,exit,vi -> <1>	confidence:1.0
<1>,cp,exit,vi -> <2>	confidence:1.0
cp,exit,vi -> <1>,<2>	confidence:1.0
<2>,cp,grep,ll -> <1>	confidence:1.0
<1>,cp,grep,ll -> <2>	confidence:1.0
cp,grep,ll -> <1>,<2>	confidence:1.0
<2>,cp,grep,rm -> <1>	confidence:1.0
<1>,cp,grep,rm -> <2>	confidence:1.0
cp,grep,rm -> <1>,<2>	confidence:1.0
<2>,cp,grep,vi -> <1>	confidence:1.0
<1>,cp,grep,vi -> <2>	confidence:1.0
cp,grep,vi -> <1>,<2>	confidence:1.0
cp,grep -> <1>,<2>,vi	confidence:0.8588957055214724
<1>,cp,grep -> <2>,vi	confidence:0.8588957055214724
<2>,cp,grep -> <1>,vi	confidence:0.8588957055214724
<1>,<2>,cp,grep -> vi	confidence:0.8588957055214724
<2>,cp,ll,ls -> <1>	confidence:1.0
<1>,cp,ll,ls -> <2>	confidence:0.9922480620155039
cp,ll,ls -> <1>,<2>	confidence:0.9922480620155039
<2>,cp,ll,mv -> <1>	confidence:1.0
<1>,cp,ll,mv -> <2>	confidence:1.0
cp,ll,mv -> <1>,<2>	confidence:1.0
<2>,cp,ll,rm -> <1>	confidence:1.0
<1>,cp,ll,rm -> <2>	confidence:1.0
cp,ll,rm -> <1>,<2>	confidence:1.0
<2>,cp,ll,vi -> <1>	confidence:1.0
<1>,cp,ll,vi -> <2>	confidence:1.0
cp,ll,vi -> <1>,<2>	confidence:1.0
<2>,cp,ls,more -> <1>	confidence:1.0
<1>,cp,ls,more -> <2>	confidence:1.0
cp,ls,more -> <1>,<2>	confidence:1.0
<1>,<2>,cp,more -> ls	confidence:0.9556962025316456
<2>,cp,more -> <1>,ls	confidence:0.9556962025316456
<1>,cp,more -> <2>,ls	confidence:0.9556962025316456
cp,more -> <1>,<2>,ls	confidence:0.9556962025316456
<2>,cp,ls,mv -> <1>	confidence:1.0
<1>,cp,ls,mv -> <2>	confidence:1.0
cp,ls,mv -> <1>,<2>	confidence:1.0
<2>,cp,ls,rm -> <1>	confidence:1.0
<1>,cp,ls,rm -> <2>	confidence:1.0
cp,ls,rm -> <1>,<2>	confidence:1.0
<2>,cp,ls,vi -> <1>	confidence:1.0
<1>,cp,ls,vi -> <2>	confidence:1.0
cp,ls,vi -> <1>,<2>	confidence:1.0
<2>,cp,ls,| -> <1>	confidence:1.0
<1>,cp,ls,| -> <2>	confidence:1.0
cp,ls,| -> <1>,<2>	confidence:1.0
<2>,cp,make,rm -> <1>	confidence:1.0
<1>,cp,make,rm -> <2>	confidence:1.0
cp,make,rm -> <1>,<2>	confidence:1.0
cp,make -> <1>,<2>,rm	confidence:0.8142857142857143
<1>,cp,make -> <2>,rm	confidence:0.8142857142857143
<2>,cp,make -> <1>,rm	confidence:0.8201438848920863
<1>,<2>,cp,make -> rm	confidence:0.8201438848920863
<2>,cp,more,vi -> <1>	confidence:1.0
<1>,cp,more,vi -> <2>	confidence:1.0
cp,more,vi -> <1>,<2>	confidence:1.0
<2>,cp,mv,rm -> <1>	confidence:1.0
<1>,cp,mv,rm -> <2>	confidence:1.0
cp,mv,rm -> <1>,<2>	confidence:1.0
<2>,cp,mv,vi -> <1>	confidence:1.0
<1>,cp,mv,vi -> <2>	confidence:1.0
cp,mv,vi -> <1>,<2>	confidence:1.0
<2>,cp,rm,vi -> <1>	confidence:1.0
<1>,cp,rm,vi -> <2>	confidence:1.0
cp,rm,vi -> <1>,<2>	confidence:1.0
<2>,cp,rm,| -> <1>	confidence:1.0
<1>,cp,rm,| -> <2>	confidence:1.0
cp,rm,| -> <1>,<2>	confidence:1.0
<2>,cp,vi,| -> <1>	confidence:1.0
<1>,cp,vi,| -> <2>	confidence:1.0
cp,vi,| -> <1>,<2>	confidence:1.0
<2>,elm,exit,ls -> <1>	confidence:0.9844559585492227
<2>,elm,exit -> <1>,ls	confidence:0.852017937219731
<1>,<2>,elm,exit -> ls	confidence:0.8837209302325582
<2>,elm,exit,rm -> <1>	confidence:1.0
<2>,elm,exit,vi -> <1>	confidence:1.0
<2>,elm,fg,ls -> <1>	confidence:1.0
<2>,elm,fg,vi -> <1>	confidence:1.0
<2>,elm,ls,mail -> <1>	confidence:0.9854014598540146
<1>,<2>,elm,mail -> ls	confidence:0.8766233766233766
<2>,elm,mail -> <1>,ls	confidence:0.8490566037735849
<2>,elm,ls,more -> <1>	confidence:1.0
<1>,<2>,elm,more -> ls	confidence:0.9477124183006536
<2>,elm,more -> <1>,ls	confidence:0.9477124183006536
<2>,elm,ls,mv -> <1>	confidence:1.0
<1>,elm,ls,mv -> <2>	confidence:0.9941520467836257
elm,ls,mv -> <1>,<2>	confidence:0.9941520467836257
<1>,<2>,elm,mv -> ls	confidence:0.8333333333333334
<2>,elm,mv -> <1>,ls	confidence:0.8292682926829268
<1>,elm,mv -> <2>,ls	confidence:0.8292682926829268
elm,mv -> <1>,<2>,ls	confidence:0.8252427184466019
<2>,elm,ls,rm -> <1>	confidence:1.0
<1>,<2>,elm,rm -> ls	confidence:0.8326996197718631
<2>,elm,rm -> <1>,ls	confidence:0.8326996197718631
<2>,elm,ls,vi -> <1>	confidence:1.0
<1>,<2>,elm,vi -> ls	confidence:0.8032786885245902
<2>,elm,vi -> <1>,ls	confidence:0.8032786885245902
<2>,elm,mail,vi -> <1>	confidence:1.0
<2>,elm,more,vi -> <1>	confidence:1.0
<2>,elm,mv,rm -> <1>	confidence:1.0
<1>,elm,mv,rm -> <2>	confidence:0.9928571428571429
elm,mv,rm -> <1>,<2>	confidence:0.9928571428571429
<2>,elm,mv,vi -> <1>	confidence:1.0
<1>,elm,mv,vi -> <2>	confidence:0.9935064935064936
elm,mv,vi -> <1>,<2>	confidence:0.9935064935064936
<2>,elm,rm,vi -> <1>	confidence:1.0
<2>,exit,ls,more -> <1>	confidence:1.0
<1>,<2>,exit,more -> ls	confidence:0.9851851851851852
<2>,exit,more -> <1>,ls	confidence:0.9851851851851852
<2>,exit,ls,mv -> <1>	confidence:1.0
<1>,exit,ls,mv -> <2>	confidence:1.0
exit,ls,mv -> <1>,<2>	confidence:1.0
<1>,<2>,exit,mv -> ls	confidence:0.9942528735632183
<2>,exit,mv -> <1>,ls	confidence:0.9942528735632183
<1>,exit,mv -> <2>,ls	confidence:0.9942528735632183
exit,mv -> <1>,<2>,ls	confidence:0.9942528735632183
<2>,exit,ls,rm -> <1>	confidence:1.0
<1>,<2>,exit,rm -> ls	confidence:0.9817351598173516
<2>,exit,rm -> <1>,ls	confidence:0.9817351598173516
<2>,exit,ls,vi -> <1>	confidence:1.0
<1>,<2>,exit,vi -> ls	confidence:0.9655172413793104
<2>,exit,vi -> <1>,ls	confidence:0.9655172413793104
<2>,exit,mv,rm -> <1>	confidence:1.0
<1>,exit,mv,rm -> <2>	confidence:1.0
exit,mv,rm -> <1>,<2>	confidence:1.0
<2>,exit,mv,vi -> <1>	confidence:1.0
<1>,exit,mv,vi -> <2>	confidence:1.0
exit,mv,vi -> <1>,<2>	confidence:1.0
<2>,exit,rm,vi -> <1>	confidence:1.0
<2>,fg,ls,rm -> <1>	confidence:1.0
<2>,fg,ls,vi -> <1>	confidence:1.0
<2>,fg,mv,vi -> <1>	confidence:1.0
<1>,fg,mv,vi -> <2>	confidence:1.0
fg,mv,vi -> <1>,<2>	confidence:1.0
<2>,fg,rm,vi -> <1>	confidence:1.0
<2>,findall,k,ll -> <1>	confidence:1.0
<1>,findall,k,ll -> <2>	confidence:0.889763779527559
findall,k,ll -> <1>,<2>	confidence:0.889763779527559
<2>,findall,k -> <1>,ll	confidence:0.9495798319327731
<1>,<2>,findall,k -> ll	confidence:0.9495798319327731
<2>,finger,ls,vi -> <1>	confidence:1.0
<2>,grep,ll,rm -> <1>	confidence:1.0
<1>,grep,ll,rm -> <2>	confidence:0.9712230215827338
grep,ll,rm -> <1>,<2>	confidence:0.9712230215827338
<2>,grep,ll,vi -> <1>	confidence:1.0
<1>,grep,ll,vi -> <2>	confidence:0.9691358024691358
grep,ll,vi -> <1>,<2>	confidence:0.9691358024691358
<2>,grep,ls,mv -> <1>	confidence:1.0
<1>,grep,ls,mv -> <2>	confidence:1.0
grep,ls,mv -> <1>,<2>	confidence:1.0
<2>,grep,ls,rm -> <1>	confidence:1.0
<1>,grep,ls,rm -> <2>	confidence:0.8852459016393442
grep,ls,rm -> <1>,<2>	confidence:0.8852459016393442
<2>,grep,ls,vi -> <1>	confidence:1.0
<1>,grep,ls,vi -> <2>	confidence:0.9223744292237442
grep,ls,vi -> <1>,<2>	confidence:0.9223744292237442
<2>,grep,ls,| -> <1>	confidence:1.0
<2>,grep,mv,rm -> <1>	confidence:1.0
<1>,grep,mv,rm -> <2>	confidence:1.0
grep,mv,rm -> <1>,<2>	confidence:1.0
<2>,grep,mv,vi -> <1>	confidence:1.0
<1>,grep,mv,vi -> <2>	confidence:1.0
grep,mv,vi -> <1>,<2>	confidence:1.0
grep,mv -> <1>,<2>,vi	confidence:0.8260869565217391
<1>,grep,mv -> <2>,vi	confidence:0.8260869565217391
<2>,grep,mv -> <1>,vi	confidence:0.8260869565217391
<1>,<2>,grep,mv -> vi	confidence:0.8260869565217391
<2>,grep,rm,vi -> <1>	confidence:1.0
<1>,grep,rm,vi -> <2>	confidence:0.9387755102040817
grep,rm,vi -> <1>,<2>	confidence:0.9387755102040817
<2>,grep,vi,| -> <1>	confidence:1.0
<1>,grep,vi,| -> <2>	confidence:0.8757763975155279
grep,vi,| -> <1>,<2>	confidence:0.8757763975155279
<2>,k,ll,m -> <1>	confidence:1.0
<1>,k,ll,m -> <2>	confidence:0.8761904761904762
k,ll,m -> <1>,<2>	confidence:0.8761904761904762
<1>,<2>,k,m -> ll	confidence:0.989247311827957
<2>,k,m -> <1>,ll	confidence:0.989247311827957
<1>,k,m -> <2>,ll	confidence:0.8598130841121495
k,m -> <1>,<2>,ll	confidence:0.8558139534883721
<2>,k,ll,man -> <1>	confidence:1.0
<1>,k,ll,man -> <2>	confidence:0.9256198347107438
k,ll,man -> <1>,<2>	confidence:0.9256198347107438
<1>,<2>,k,man -> ll	confidence:0.9739130434782609
<2>,k,man -> <1>,ll	confidence:0.9739130434782609
<1>,k,man -> <2>,ll	confidence:0.896
k,man -> <1>,<2>,ll	confidence:0.896
<2>,k,ll,rm -> <1>	confidence:1.0
<1>,k,ll,rm -> <2>	confidence:0.9079754601226994
k,ll,rm -> <1>,<2>	confidence:0.9079754601226994
<1>,<2>,k,rm -> ll	confidence:1.0
<2>,k,rm -> <1>,ll	confidence:1.0
<1>,k,rm -> <2>,ll	confidence:0.9024390243902439
k,rm -> <1>,<2>,ll	confidence:0.9024390243902439
<2>,k,ll,vi -> <1>	confidence:1.0
<1>,k,ll,vi -> <2>	confidence:0.910828025477707
k,ll,vi -> <1>,<2>	confidence:0.910828025477707
<1>,<2>,k,vi -> ll	confidence:0.9727891156462585
<2>,k,vi -> <1>,ll	confidence:0.9727891156462585
<1>,k,vi -> <2>,ll	confidence:0.8881987577639752
k,vi -> <1>,<2>,ll	confidence:0.8881987577639752
<2>,k,ll,z -> <1>	confidence:1.0
<1>,k,ll,z -> <2>	confidence:0.8076923076923077
k,ll,z -> <1>,<2>	confidence:0.8076923076923077
<1>,<2>,k,z -> ll	confidence:0.949748743718593
<2>,k,z -> <1>,ll	confidence:0.949748743718593
<2>,k,m,z -> <1>	confidence:1.0
<1>,k,m,z -> <2>	confidence:0.8741258741258742
k,m,z -> <1>,<2>	confidence:0.8741258741258742
<2>,ll,ls,mv -> <1>	confidence:1.0
<1>,ll,ls,mv -> <2>	confidence:1.0
ll,ls,mv -> <1>,<2>	confidence:1.0
<2>,ll,ls,rm -> <1>	confidence:1.0
<1>,ll,ls,rm -> <2>	confidence:0.8716577540106952
ll,ls,rm -> <1>,<2>	confidence:0.8716577540106952
<2>,ll,ls,vi -> <1>	confidence:1.0
<1>,ll,ls,vi -> <2>	confidence:0.8435754189944135
ll,ls,vi -> <1>,<2>	confidence:0.8435754189944135
<2>,ll,m,man -> <1>	confidence:1.0
<1>,ll,m,man -> <2>	confidence:0.9133858267716536
ll,m,man -> <1>,<2>	confidence:0.9133858267716536
<1>,<2>,m,man -> ll	confidence:0.9586776859504132
<2>,m,man -> <1>,ll	confidence:0.9586776859504132
<1>,m,man -> <2>,ll	confidence:0.8721804511278195
m,man -> <1>,<2>,ll	confidence:0.8721804511278195
<2>,ll,m,mv -> <1>	confidence:1.0
<1>,ll,m,mv -> <2>	confidence:1.0
ll,m,mv -> <1>,<2>	confidence:1.0
<1>,<2>,m,mv -> ll	confidence:0.8758169934640523
<2>,m,mv -> <1>,ll	confidence:0.8758169934640523
<1>,m,mv -> <2>,ll	confidence:0.8758169934640523
m,mv -> <1>,<2>,ll	confidence:0.8758169934640523
<2>,ll,m,rm -> <1>	confidence:1.0
<1>,ll,m,rm -> <2>	confidence:0.9116022099447514
ll,m,rm -> <1>,<2>	confidence:0.9116022099447514
<1>,<2>,m,rm -> ll	confidence:0.8638743455497382
<2>,m,rm -> <1>,ll	confidence:0.859375
<2>,ll,m,vi -> <1>	confidence:1.0
<1>,ll,m,vi -> <2>	confidence:0.8777777777777778
ll,m,vi -> <1>,<2>	confidence:0.8777777777777778
<1>,<2>,m,vi -> ll	confidence:0.9294117647058824
<2>,m,vi -> <1>,ll	confidence:0.9294117647058824
<2>,ll,m,z -> <1>	confidence:1.0
<1>,<2>,m,z -> ll	confidence:0.8901734104046243
<2>,m,z -> <1>,ll	confidence:0.875
<2>,ll,man,rm -> <1>	confidence:1.0
<1>,ll,man,rm -> <2>	confidence:0.9523809523809523
ll,man,rm -> <1>,<2>	confidence:0.9523809523809523
<2>,ll,man,vi -> <1>	confidence:1.0
<1>,ll,man,vi -> <2>	confidence:0.9202453987730062
ll,man,vi -> <1>,<2>	confidence:0.9202453987730062
<2>,ll,mv,rm -> <1>	confidence:1.0
<1>,ll,mv,rm -> <2>	confidence:0.9950738916256158
ll,mv,rm -> <1>,<2>	confidence:0.9950738916256158
<2>,ll,mv,vi -> <1>	confidence:1.0
<1>,ll,mv,vi -> <2>	confidence:1.0
ll,mv,vi -> <1>,<2>	confidence:1.0
<2>,ll,rm,vi -> <1>	confidence:1.0
<1>,ll,rm,vi -> <2>	confidence:0.9020979020979021
ll,rm,vi -> <1>,<2>	confidence:0.9020979020979021
<2>,ll,rm,z -> <1>	confidence:1.0
<1>,ll,rm,z -> <2>	confidence:0.8283582089552238
ll,rm,z -> <1>,<2>	confidence:0.8283582089552238
<2>,ll,rm,| -> <1>	confidence:1.0
<1>,ll,rm,| -> <2>	confidence:0.9421487603305785
ll,rm,| -> <1>,<2>	confidence:0.9421487603305785
<2>,ll,vi,z -> <1>	confidence:1.0
<2>,ll,vi,| -> <1>	confidence:1.0
<1>,ll,vi,| -> <2>	confidence:0.9202898550724637
ll,vi,| -> <1>,<2>	confidence:0.9202898550724637
<2>,ls,mail,vi -> <1>	confidence:1.0
<1>,<2>,mail,vi -> ls	confidence:0.9483870967741935
<2>,mail,vi -> <1>,ls	confidence:0.9483870967741935
<2>,ls,make,rm -> <1>	confidence:1.0
<1>,ls,make,rm -> <2>	confidence:0.88
ls,make,rm -> <1>,<2>	confidence:0.88
<2>,ls,make,vi -> <1>	confidence:1.0
<1>,ls,make,vi -> <2>	confidence:0.8671328671328671
ls,make,vi -> <1>,<2>	confidence:0.8671328671328671
<2>,ls,mkdir,mv -> <1>	confidence:1.0
<1>,ls,mkdir,mv -> <2>	confidence:1.0
ls,mkdir,mv -> <1>,<2>	confidence:1.0
<1>,<2>,mkdir,mv -> ls	confidence:0.9426751592356688
<2>,mkdir,mv -> <1>,ls	confidence:0.9426751592356688
<1>,mkdir,mv -> <2>,ls	confidence:0.9426751592356688
mkdir,mv -> <1>,<2>,ls	confidence:0.9426751592356688
<2>,ls,mkdir,rm -> <1>	confidence:1.0
<1>,ls,mkdir,rm -> <2>	confidence:0.984
ls,mkdir,rm -> <1>,<2>	confidence:0.984
<1>,<2>,mkdir,rm -> ls	confidence:0.9534883720930233
<2>,mkdir,rm -> <1>,ls	confidence:0.9534883720930233
<1>,mkdir,rm -> <2>,ls	confidence:0.9318181818181818
mkdir,rm -> <1>,<2>,ls	confidence:0.9318181818181818
<2>,ls,mkdir,vi -> <1>	confidence:1.0
<1>,ls,mkdir,vi -> <2>	confidence:0.9448818897637795
ls,mkdir,vi -> <1>,<2>	confidence:0.9448818897637795
<1>,<2>,mkdir,vi -> ls	confidence:0.9022556390977443
<2>,mkdir,vi -> <1>,ls	confidence:0.9022556390977443
<1>,mkdir,vi -> <2>,ls	confidence:0.8450704225352113
mkdir,vi -> <1>,<2>,ls	confidence:0.8450704225352113
<2>,ls,more,mv -> <1>	confidence:1.0
<1>,ls,more,mv -> <2>	confidence:0.9942196531791907
ls,more,mv -> <1>,<2>	confidence:0.9942196531791907
<1>,<2>,more,mv -> ls	confidence:0.9885057471264368
<2>,more,mv -> <1>,ls	confidence:0.9885057471264368
<1>,more,mv -> <2>,ls	confidence:0.9828571428571429
more,mv -> <1>,<2>,ls	confidence:0.9828571428571429
<2>,ls,more,rm -> <1>	confidence:1.0
<1>,<2>,more,rm -> ls	confidence:0.9790794979079498
<2>,more,rm -> <1>,ls	confidence:0.9790794979079498
<2>,ls,more,vi -> <1>	confidence:1.0
<1>,<2>,more,vi -> ls	confidence:0.9660377358490566
<2>,more,vi -> <1>,ls	confidence:0.9660377358490566
<2>,ls,more,| -> <1>	confidence:1.0
<1>,<2>,more,| -> ls	confidence:0.951048951048951
<2>,more,| -> <1>,ls	confidence:0.951048951048951
<2>,ls,mv,rm -> <1>	confidence:0.9973614775725593
<1>,ls,mv,rm -> <2>	confidence:0.9973614775725593
ls,mv,rm -> <1>,<2>	confidence:0.9947368421052631
<2>,ls,mv,vi -> <1>	confidence:1.0
<1>,ls,mv,vi -> <2>	confidence:0.9971428571428571
ls,mv,vi -> <1>,<2>	confidence:0.9971428571428571
<2>,ls,mv,| -> <1>	confidence:1.0
<1>,ls,mv,| -> <2>	confidence:0.9927536231884058
ls,mv,| -> <1>,<2>	confidence:0.9927536231884058
<2>,ls,pwd,vi -> <1>	confidence:1.0
<1>,ls,pwd,vi -> <2>	confidence:0.8461538461538461
