&,-l -> <1>,<2>	confidence:0.84472049689441
man,| -> <1>,cd	confidence:0.9032258064516129
cd,mkdir,mv -> <1>	confidence:1.0
<1>,mkdir,mv -> cd	confidence:0.9872611464968153
mkdir,mv -> <1>,cd	confidence:0.9872611464968153
cd,mkdir,rm -> <1>	confidence:1.0
<1>,mkdir,rm -> cd	confidence:0.9772727272727273
mkdir,rm -> <1>,cd	confidence:0.9772727272727273
cd,mkdir,vi -> <1>	confidence:1.0
<1>,mkdir,vi -> cd	confidence:0.9647887323943662
mkdir,vi -> <1>,cd	confidence:0.9647887323943662
cd,more,mv -> <1>	confidence:1.0
<1>,more,mv -> cd	confidence:0.9657142857142857
more,mv -> <1>,cd	confidence:0.9657142857142857
cd,more,rm -> <1>	confidence:1.0
<1>,more,rm -> cd	confidence:0.918918918918919
more,rm -> <1>,cd	confidence:0.918918918918919
cd,more,vi -> <1>	confidence:1.0
<1>,more,vi -> cd	confidence:0.9323308270676691
more,vi -> <1>,cd	confidence:0.9323308270676691
cd,more,| -> <1>	confidence:1.0
cd,mv,pwd -> <1>	confidence:1.0
<1>,mv,pwd -> cd	confidence:1.0
mv,pwd -> <1>,cd	confidence:1.0
cd,mv,rm -> <1>	confidence:1.0
<1>,mv,rm -> cd	confidence:0.968944099378882
mv,rm -> <1>,cd	confidence:0.9669421487603306
cd,mv,tar -> <1>	confidence:1.0
<1>,mv,tar -> cd	confidence:1.0
mv,tar -> <1>,cd	confidence:1.0
cd,mv,vi -> <1>	confidence:1.0
<1>,mv,vi -> cd	confidence:0.9475890985324947
mv,vi -> <1>,cd	confidence:0.9475890985324947
cd,mv,z -> <1>	confidence:1.0
<1>,mv,z -> cd	confidence:0.935251798561151
mv,z -> <1>,cd	confidence:0.9285714285714286
cd,mv,| -> <1>	confidence:1.0
<1>,mv,| -> cd	confidence:0.99
mv,| -> <1>,cd	confidence:0.99
cd,pwd,rm -> <1>	confidence:1.0
<1>,pwd,rm -> cd	confidence:0.9760479041916168
pwd,rm -> <1>,cd	confidence:0.9760479041916168
cd,pwd,vi -> <1>	confidence:1.0
<1>,pwd,vi -> cd	confidence:0.9803921568627451
pwd,vi -> <1>,cd	confidence:0.9803921568627451
cd,quota,rm -> <1>	confidence:1.0
<1>,quota,rm -> cd	confidence:0.8802816901408451
quota,rm -> <1>,cd	confidence:0.8802816901408451
cd,rlogin,rm -> <1>	confidence:1.0
<1>,rlogin,rm -> cd	confidence:0.9253731343283582
rlogin,rm -> <1>,cd	confidence:0.9253731343283582
cd,rlogin,vi -> <1>	confidence:1.0
<1>,rlogin,vi -> cd	confidence:0.9440993788819876
rlogin,vi -> <1>,cd	confidence:0.9440993788819876
cd,rm,tar -> <1>	confidence:1.0
<1>,rm,tar -> cd	confidence:1.0
rm,tar -> <1>,cd	confidence:1.0
cd,rm,vi -> <1>	confidence:1.0
<1>,rm,vi -> cd	confidence:0.9223560910307899
rm,vi -> <1>,cd	confidence:0.9223560910307899
cd,rm,z -> <1>	confidence:1.0
<1>,rm,z -> cd	confidence:0.9086294416243654
rm,z -> <1>,cd	confidence:0.9040404040404041
cd,rm,| -> <1>	confidence:1.0
<1>,rm,| -> cd	confidence:0.9498207885304659
rm,| -> <1>,cd	confidence:0.9498207885304659
cd,tail,vi -> <1>	confidence:1.0
<1>,tail,vi -> cd	confidence:0.9838709677419355
tail,vi -> <1>,cd	confidence:0.9838709677419355
cd,vi,wc -> <1>	confidence:1.0
<1>,vi,wc -> cd	confidence:0.9912280701754386
vi,wc -> <1>,cd	confidence:0.9912280701754386
cd,vi,z -> <1>	confidence:1.0
<1>,vi,z -> cd	confidence:0.8407079646017699
vi,z -> <1>,cd	confidence:0.8407079646017699
cd,vi,| -> <1>	confidence:1.0
<1>,vi,| -> cd	confidence:0.9620253164556962
vi,| -> <1>,cd	confidence:0.9620253164556962
cp,elm,ls -> <1>	confidence:1.0
cp,elm -> <1>,ls	confidence:0.8037974683544303
<1>,cp,elm -> ls	confidence:0.8037974683544303
cp,elm,vi -> <1>	confidence:1.0
cp,elm -> <1>,vi	confidence:0.810126582278481
<1>,cp,elm -> vi	confidence:0.810126582278481
cp,exit,ls -> <1>	confidence:1.0
cp,exit -> <1>,ls	confidence:0.9746835443037974
<1>,cp,exit -> ls	confidence:0.9808917197452229
cp,exit,vi -> <1>	confidence:1.0
cp,grep,ll -> <1>	confidence:1.0
cp,grep,rm -> <1>	confidence:1.0
cp,grep,vi -> <1>	confidence:1.0
cp,grep -> <1>,vi	confidence:0.8588957055214724
<1>,cp,grep -> vi	confidence:0.8588957055214724
cp,ll,ls -> <1>	confidence:1.0
cp,ll,m -> <1>	confidence:1.0
<1>,cp,m -> ll	confidence:0.8809523809523809
cp,m -> <1>,ll	confidence:0.8809523809523809
cp,ll,mv -> <1>	confidence:1.0
cp,ll,rm -> <1>	confidence:1.0
cp,ll,vi -> <1>	confidence:1.0
cp,ls,more -> <1>	confidence:1.0
<1>,cp,more -> ls	confidence:0.9556962025316456
cp,more -> <1>,ls	confidence:0.9556962025316456
cp,ls,mv -> <1>	confidence:1.0
cp,ls,rm -> <1>	confidence:1.0
cp,ls,vi -> <1>	confidence:1.0
cp,ls,| -> <1>	confidence:1.0
cp,make,rm -> <1>	confidence:1.0
cp,make -> <1>,rm	confidence:0.8142857142857143
<1>,cp,make -> rm	confidence:0.8142857142857143
cp,more,vi -> <1>	confidence:1.0
cp,mv,rm -> <1>	confidence:1.0
cp,mv,vi -> <1>	confidence:1.0
cp,rm,vi -> <1>	confidence:1.0
cp,rm,| -> <1>	confidence:1.0
cp,vi,| -> <1>	confidence:1.0
date,elm,ls -> <1>	confidence:0.992
date,ls,vi -> <1>	confidence:1.0
<1>,date,vi -> ls	confidence:0.8387096774193549
date,vi -> <1>,ls	confidence:0.8387096774193549
dir,ll,vi -> <1>	confidence:1.0
dir,ll -> <1>,vi	confidence:0.8169934640522876
<1>,dir,ll -> vi	confidence:0.8169934640522876
elm,exit,fg -> <1>	confidence:0.9644970414201184
<1>,exit,fg -> elm	confidence:0.8578947368421053
exit,fg -> <1>,elm	confidence:0.8274111675126904
elm,exit,finger -> <1>	confidence:1.0
elm,exit,ls -> <1>	confidence:0.9216101694915254
elm,exit,mail -> <1>	confidence:0.9673469387755103
<1>,exit,mail -> elm	confidence:0.8286713286713286
elm,exit,rm -> <1>	confidence:1.0
elm,exit,vi -> <1>	confidence:1.0
elm,fg,finger -> <1>	confidence:1.0
<1>,fg,finger -> elm	confidence:0.9328358208955224
fg,finger -> <1>,elm	confidence:0.9328358208955224
elm,fg,lo -> <1>	confidence:0.9
<1>,fg,lo -> elm	confidence:0.9642857142857143
fg,lo -> <1>,elm	confidence:0.8653846153846154
elm,fg,ls -> <1>	confidence:0.9805194805194806
elm,fg,more -> <1>	confidence:1.0
<1>,fg,more -> elm	confidence:0.8373493975903614
fg,more -> <1>,elm	confidence:0.8373493975903614
elm,fg,rm -> <1>	confidence:1.0
elm,fg,vi -> <1>	confidence:1.0
elm,finger,ls -> <1>	confidence:1.0
elm,finger,mail -> <1>	confidence:1.0
elm,finger,vi -> <1>	confidence:1.0
elm,lo,ls -> <1>	confidence:0.9779411764705882
<1>,lo,ls -> elm	confidence:0.8260869565217391
lo,ls -> <1>,elm	confidence:0.806060606060606
elm,lo,more -> <1>	confidence:1.0
<1>,lo,more -> elm	confidence:0.8538461538461538
lo,more -> <1>,elm	confidence:0.8538461538461538
elm,ls,mail -> <1>	confidence:0.9895470383275261
elm,ls,more -> <1>	confidence:1.0
<1>,elm,more -> ls	confidence:0.8590604026845637
elm,more -> <1>,ls	confidence:0.8590604026845637
elm,ls,mv -> <1>	confidence:1.0
<1>,elm,mv -> ls	confidence:0.8341463414634146
elm,mv -> <1>,ls	confidence:0.8300970873786407
elm,ls,rm -> <1>	confidence:1.0
<1>,elm,rm -> ls	confidence:0.857451403887689
elm,rm -> <1>,ls	confidence:0.857451403887689
elm,ls,vi -> <1>	confidence:1.0
elm,ls,| -> <1>	confidence:1.0
elm,mail,rm -> <1>	confidence:1.0
elm,mail,vi -> <1>	confidence:1.0
elm,more,rm -> <1>	confidence:1.0
elm,more,vi -> <1>	confidence:1.0
elm,more,| -> <1>	confidence:1.0
elm,mv,rm -> <1>	confidence:1.0
elm,mv,vi -> <1>	confidence:1.0
elm,rm,vi -> <1>	confidence:1.0
exit,fg,ls -> <1>	confidence:0.9801324503311258
exit,fg,vi -> <1>	confidence:1.0
exit,finger,ls -> <1>	confidence:1.0
exit,grep,ls -> <1>	confidence:1.0
exit,ll,ls -> <1>	confidence:1.0
exit,ll -> <1>,ls	confidence:0.8705035971223022
<1>,exit,ll -> ls	confidence:0.8705035971223022
exit,ls,mail -> <1>	confidence:0.9802955665024631
exit,ls,more -> <1>	confidence:1.0
<1>,exit,more -> ls	confidence:0.9139344262295082
exit,more -> <1>,ls	confidence:0.9065040650406504
exit,ls,mv -> <1>	confidence:1.0
<1>,exit,mv -> ls	confidence:0.9942528735632183
exit,mv -> <1>,ls	confidence:0.9942528735632183
exit,ls,rm -> <1>	confidence:1.0
<1>,exit,rm -> ls	confidence:0.9643835616438357
exit,rm -> <1>,ls	confidence:0.9643835616438357
exit,ls,vi -> <1>	confidence:1.0
<1>,exit,vi -> ls	confidence:0.8703403565640194
exit,vi -> <1>,ls	confidence:0.8703403565640194
exit,ls,| -> <1>	confidence:1.0
exit,mail,vi -> <1>	confidence:1.0
exit,more,rm -> <1>	confidence:1.0
exit,more,vi -> <1>	confidence:1.0
exit,mv,rm -> <1>	confidence:1.0
exit,mv,vi -> <1>	confidence:1.0
exit,rm,vi -> <1>	confidence:1.0
fg,ls,more -> <1>	confidence:1.0
<1>,fg,more -> ls	confidence:0.8734939759036144
fg,more -> <1>,ls	confidence:0.8734939759036144
fg,ls,rm -> <1>	confidence:1.0
fg,ls,vi -> <1>	confidence:1.0
fg,more,vi -> <1>	confidence:1.0
fg,mv,vi -> <1>	confidence:1.0
fg,rm,vi -> <1>	confidence:1.0
findall,k,ll -> <1>	confidence:1.0
findall,k -> <1>,ll	confidence:0.8819444444444444
<1>,findall,k -> ll	confidence:0.8819444444444444
finger,ls,mail -> <1>	confidence:1.0
finger,ls,rm -> <1>	confidence:1.0
<1>,finger,rm -> ls	confidence:0.8284023668639053
finger,rm -> <1>,ls	confidence:0.8284023668639053
finger,ls,vi -> <1>	confidence:1.0
finger,rm,vi -> <1>	confidence:1.0
grep,ll,rm -> <1>	confidence:1.0
grep,ll,vi -> <1>	confidence:1.0
grep,ls,mv -> <1>	confidence:1.0
grep,ls,rm -> <1>	confidence:1.0
grep,ls,vi -> <1>	confidence:1.0
grep,ls,| -> <1>	confidence:1.0
grep,mv,rm -> <1>	confidence:1.0
grep,mv,vi -> <1>	confidence:1.0
grep,mv -> <1>,vi	confidence:0.8260869565217391
<1>,grep,mv -> vi	confidence:0.8260869565217391
grep,rm,vi -> <1>	confidence:1.0
grep,rm,| -> <1>	confidence:1.0
grep,vi,| -> <1>	confidence:1.0
k,ll,m -> <1>	confidence:1.0
<1>,k,m -> ll	confidence:0.9813084112149533
k,m -> <1>,ll	confidence:0.9767441860465116
k,ll,man -> <1>	confidence:1.0
<1>,k,man -> ll	confidence:0.968
k,man -> <1>,ll	confidence:0.968
k,ll,rm -> <1>	confidence:1.0
<1>,k,rm -> ll	confidence:0.9939024390243902
k,rm -> <1>,ll	confidence:0.9939024390243902
k,ll,vi -> <1>	confidence:1.0
<1>,k,vi -> ll	confidence:0.9751552795031055
k,vi -> <1>,ll	confidence:0.9751552795031055
k,ll,z -> <1>	confidence:1.0
<1>,k,z -> ll	confidence:0.8447653429602888
k,z -> <1>,ll	confidence:0.8447653429602888
k,m,rm -> <1>	confidence:1.0
k,m,vi -> <1>	confidence:1.0
k,m,z -> <1>	confidence:1.0
ll,ls,mv -> <1>	confidence:1.0
ll,ls,rm -> <1>	confidence:1.0
ll,ls,vi -> <1>	confidence:1.0
ll,m,man -> <1>	confidence:1.0
<1>,m,man -> ll	confidence:0.9548872180451128
m,man -> <1>,ll	confidence:0.9548872180451128
ll,m,mv -> <1>	confidence:1.0
<1>,m,mv -> ll	confidence:0.8758169934640523
m,mv -> <1>,ll	confidence:0.8758169934640523
ll,m,rm -> <1>	confidence:1.0
<1>,m,rm -> ll	confidence:0.8153153153153153
m,rm -> <1>,ll	confidence:0.8116591928251121
ll,m,vi -> <1>	confidence:1.0
<1>,m,vi -> ll	confidence:0.861244019138756
m,vi -> <1>,ll	confidence:0.861244019138756
ll,m,z -> <1>	confidence:1.0
ll,man,rm -> <1>	confidence:1.0
ll,man,vi -> <1>	confidence:1.0
ll,man,z -> <1>	confidence:1.0
ll,mv,rm -> <1>	confidence:1.0
ll,mv,vi -> <1>	confidence:1.0
ll,rm,vi -> <1>	confidence:1.0
ll,rm,z -> <1>	confidence:1.0
ll,rm,| -> <1>	confidence:1.0
ll,vi,z -> <1>	confidence:1.0
ll,vi,| -> <1>	confidence:1.0
ls,mail,rm -> <1>	confidence:1.0
<1>,mail,rm -> ls	confidence:0.927461139896373
mail,rm -> <1>,ls	confidence:0.927461139896373
ls,mail,vi -> <1>	confidence:1.0
<1>,mail,vi -> ls	confidence:0.9053030303030303
mail,vi -> <1>,ls	confidence:0.9053030303030303
ls,make,rm -> <1>	confidence:1.0
ls,make,vi -> <1>	confidence:1.0
ls,man,rm -> <1>	confidence:1.0
ls,man,vi -> <1>	confidence:1.0
ls,mkdir,mv -> <1>	confidence:1.0
<1>,mkdir,mv -> ls	confidence:0.9426751592356688
mkdir,mv -> <1>,ls	confidence:0.9426751592356688
ls,mkdir,rm -> <1>	confidence:1.0
<1>,mkdir,rm -> ls	confidence:0.946969696969697
mkdir,rm -> <1>,ls	confidence:0.946969696969697
ls,mkdir,vi -> <1>	confidence:1.0
<1>,mkdir,vi -> ls	confidence:0.8943661971830986
mkdir,vi -> <1>,ls	confidence:0.8943661971830986
ls,more,mv -> <1>	confidence:1.0
<1>,more,mv -> ls	confidence:0.9885714285714285
more,mv -> <1>,ls	confidence:0.9885714285714285
ls,more,rm -> <1>	confidence:1.0
<1>,more,rm -> ls	confidence:0.972972972972973
more,rm -> <1>,ls	confidence:0.972972972972973
ls,more,vi -> <1>	confidence:1.0
<1>,more,vi -> ls	confidence:0.9523809523809523
more,vi -> <1>,ls	confidence:0.9523809523809523
ls,more,| -> <1>	confidence:0.9950738916256158
ls,mv,rm -> <1>	confidence:0.9973684210526316
ls,mv,vi -> <1>	confidence:1.0
ls,mv,| -> <1>	confidence:1.0
ls,pwd,rm -> <1>	confidence:1.0
ls,pwd,vi -> <1>	confidence:1.0
ls,quota,rm -> <1>	confidence:1.0
<1>,quota,rm -> ls	confidence:0.9225352112676056
quota,rm -> <1>,ls	confidence:0.9225352112676056
ls,rlogin,vi -> <1>	confidence:1.0
ls,rm,vi -> <1>	confidence:1.0
ls,rm,| -> <1>	confidence:1.0
ls,vi,| -> <1>	confidence:1.0
m,rm,vi -> <1>	confidence:1.0
m,vi,z -> <1>	confidence:1.0
mail,rm,vi -> <1>	confidence:1.0
make,rm,vi -> <1>	confidence:1.0
man,mv,rm -> <1>	confidence:1.0
man,rm,vi -> <1>	confidence:1.0
mkdir,mv,rm -> <1>	confidence:1.0
<1>,mkdir,rm -> mv	confidence:0.8484848484848485
mkdir,rm -> <1>,mv	confidence:0.8484848484848485
more,mv,rm -> <1>	confidence:1.0
more,mv,vi -> <1>	confidence:1.0
more,rm,vi -> <1>	confidence:1.0
more,rm,| -> <1>	confidence:1.0
more,vi,| -> <1>	confidence:1.0
mv,rm,vi -> <1>	confidence:1.0
mv,rm,| -> <1>	confidence:1.0
mv,vi,| -> <1>	confidence:1.0
pwd,rm,vi -> <1>	confidence:1.0
rm,vi,| -> <1>	confidence:1.0
<3>,cd,cp -> <2>	confidence:0.9776119402985075
<2>,<3>,cp -> cd	confidence:1.0
<3>,cp -> <2>,cd	confidence:0.9776119402985075
<3>,cd,ll -> <2>	confidence:0.9114583333333334
<2>,<3>,ll -> cd	confidence:1.0
<3>,ll -> <2>,cd	confidence:0.9067357512953368
<2>,<3>,ls -> cd	confidence:0.9939759036144579
<3>,cd,mv -> <2>	confidence:0.9934640522875817
<2>,<3>,mv -> cd	confidence:1.0
<3>,mv -> <2>,cd	confidence:0.9934640522875817
<3>,cd,rm -> <2>	confidence:0.9004524886877828
<2>,<3>,rm -> cd	confidence:1.0
<3>,rm -> <2>,cd	confidence:0.8923766816143498
<3>,cd,vi -> <2>	confidence:0.8838383838383839
<2>,<3>,vi -> cd	confidence:0.9887005649717514
<3>,vi -> <2>,cd	confidence:0.8536585365853658
<3>,ll,rm -> <2>	confidence:0.9357142857142857
<3>,ll,vi -> <2>	confidence:0.957983193277311
<3>,ls,rm -> <2>	confidence:0.8776978417266187
<3>,mv,rm -> <2>	confidence:0.9918032786885246
<3>,rm,vi -> <2>	confidence:0.9705882352941176
>,cd,cp -> <2>	confidence:0.9879518072289156
<2>,>,cp -> cd	confidence:0.9939393939393939
>,cp -> <2>,cd	confidence:0.9820359281437125
>,cd,grep -> <2>	confidence:0.9663865546218487
<2>,>,grep -> cd	confidence:0.9913793103448276
>,grep -> <2>,cd	confidence:0.9583333333333334
>,cd,ll -> <2>	confidence:0.927536231884058
<2>,>,ll -> cd	confidence:0.9846153846153847
>,ll -> <2>,cd	confidence:0.9142857142857143
>,cd,ls -> <2>	confidence:0.9030837004405287
<2>,>,ls -> cd	confidence:0.9903381642512077
>,ls -> <2>,cd	confidence:0.8723404255319149
>,cd,mv -> <2>	confidence:0.9940828402366864
<2>,>,mv -> cd	confidence:0.9940828402366864
>,mv -> <2>,cd	confidence:0.9882352941176471
>,cd,rm -> <2>	confidence:0.9227941176470589
<2>,>,rm -> cd	confidence:0.984313725490196
>,rm -> <2>,cd	confidence:0.8900709219858156
>,cd,vi -> <2>	confidence:0.9377593360995851
<2>,>,vi -> cd	confidence:0.9868995633187773
>,vi -> <2>,cd	confidence:0.9076305220883534
>,cd,| -> <2>	confidence:0.9586776859504132
<2>,>,| -> cd	confidence:0.9914529914529915
>,| -> <2>,cd	confidence:0.9508196721311475
>,cp,rm -> <2>	confidence:1.0
>,cp -> <2>,rm	confidence:0.8083832335329342
<2>,>,cp -> rm	confidence:0.8181818181818182
>,cp,vi -> <2>	confidence:1.0
>,ll,rm -> <2>	confidence:0.9567901234567902
>,ll,vi -> <2>	confidence:0.965034965034965
>,ls,rm -> <2>	confidence:0.9017341040462428
>,ls,vi -> <2>	confidence:0.9054054054054054
>,mv,rm -> <2>	confidence:1.0
>,mv,vi -> <2>	confidence:1.0
>,rm,vi -> <2>	confidence:0.9206349206349206
cat,cd,cp -> <2>	confidence:1.0
<2>,cat,cp -> cd	confidence:0.991869918699187
cat,cp -> <2>,cd	confidence:0.991869918699187
cat,cd,ll -> <2>	confidence:0.8699551569506726
<2>,cat,ll -> cd	confidence:0.9948717948717949
cat,ll -> <2>,cd	confidence:0.8584070796460177
cat,cd,ls -> <2>	confidence:0.8342541436464088
<2>,cat,ls -> cd	confidence:0.993421052631579
cat,cd,mv -> <2>	confidence:0.9856115107913669
<2>,cat,mv -> cd	confidence:0.9927536231884058
cat,mv -> <2>,cd	confidence:0.9785714285714285
cat,cd,rm -> <2>	confidence:0.9095477386934674
<2>,cat,rm -> cd	confidence:1.0
cat,rm -> <2>,cd	confidence:0.8872549019607843
cat,cd,vi -> <2>	confidence:0.8720379146919431
<2>,cat,vi -> cd	confidence:0.968421052631579
cat,vi -> <2>,cd	confidence:0.8288288288288288
cat,ll,rm -> <2>	confidence:0.9245283018867925
<2>,cat,rm -> ll	confidence:0.8121546961325967
cat,ll,vi -> <2>	confidence:0.8950617283950617
cat,rm,vi -> <2>	confidence:0.9290780141843972
cd,chmod,ll -> <2>	confidence:0.9927007299270073
<2>,chmod,ll -> cd	confidence:0.9784172661870504
chmod,ll -> <2>,cd	confidence:0.9714285714285714
cd,chmod,ls -> <2>	confidence:0.9927007299270073
<2>,chmod,ls -> cd	confidence:0.9444444444444444
chmod,ls -> <2>,cd	confidence:0.9379310344827586
cd,chmod,mv -> <2>	confidence:1.0
<2>,chmod,mv -> cd	confidence:0.958041958041958
chmod,mv -> <2>,cd	confidence:0.958041958041958
cd,chmod,rm -> <2>	confidence:1.0
<2>,chmod,rm -> cd	confidence:0.9645390070921985
chmod,rm -> <2>,cd	confidence:0.9645390070921985
cd,chmod,vi -> <2>	confidence:0.9933774834437086
<2>,chmod,vi -> cd	confidence:0.9554140127388535
chmod,vi -> <2>,cd	confidence:0.9493670886075949
<2>,clear,ls -> cd	confidence:0.9154929577464789
<2>,cd,clear -> ls	confidence:0.8904109589041096
cd,cp,elm -> <2>	confidence:1.0
<2>,cp,elm -> cd	confidence:0.9367088607594937
cp,elm -> <2>,cd	confidence:0.9367088607594937
cd,cp,exit -> <2>	confidence:1.0
<2>,cp,exit -> cd	confidence:0.9493670886075949
cp,exit -> <2>,cd	confidence:0.9493670886075949
cd,cp,fg -> <2>	confidence:1.0
<2>,cp,fg -> cd	confidence:0.9834710743801653
cp,fg -> <2>,cd	confidence:0.9834710743801653
cd,cp,grep -> <2>	confidence:1.0
<2>,cp,grep -> cd	confidence:1.0
cp,grep -> <2>,cd	confidence:1.0
cd,cp,ll -> <2>	confidence:0.9899665551839465
<2>,cp,ll -> cd	confidence:0.9932885906040269
cp,ll -> <2>,cd	confidence:0.9833887043189369
cd,cp,ls -> <2>	confidence:0.9978448275862069
<2>,cp,ls -> cd	confidence:0.9788583509513742
cp,ls -> <2>,cd	confidence:0.9767932489451476
cd,cp,m -> <2>	confidence:0.991869918699187
<2>,cp,m -> cd	confidence:0.976
cp,m -> <2>,cd	confidence:0.9682539682539683
cd,cp,make -> <2>	confidence:0.9928571428571429
<2>,cp,make -> cd	confidence:1.0
cp,make -> <2>,cd	confidence:0.9928571428571429
cd,cp,man -> <2>	confidence:0.991869918699187
<2>,cp,man -> cd	confidence:1.0
cp,man -> <2>,cd	confidence:0.991869918699187
cd,cp,more -> <2>	confidence:1.0
<2>,cp,more -> cd	confidence:0.9746835443037974
cp,more -> <2>,cd	confidence:0.9746835443037974
cd,cp,mv -> <2>	confidence:1.0
<2>,cp,mv -> cd	confidence:0.9868852459016394
cp,mv -> <2>,cd	confidence:0.9868852459016394
cd,cp,pwd -> <2>	confidence:1.0
<2>,cp,pwd -> cd	confidence:1.0
cp,pwd -> <2>,cd	confidence:1.0
cd,cp,rm -> <2>	confidence:1.0
<2>,cp,rm -> cd	confidence:0.9758454106280193
cp,rm -> <2>,cd	confidence:0.9758454106280193
cd,cp,vi -> <2>	confidence:1.0
<2>,cp,vi -> cd	confidence:0.9742489270386266
cp,vi -> <2>,cd	confidence:0.9742489270386266
cd,cp,| -> <2>	confidence:1.0
<2>,cp,| -> cd	confidence:0.9877300613496932
cp,| -> <2>,cd	confidence:0.9877300613496932
cd,ct,ll -> <2>	confidence:0.8489208633093526
<2>,ct,ll -> cd	confidence:0.959349593495935
<2>,ct -> cd,ll	confidence:0.9291338582677166
cd,ct -> <2>,ll	confidence:0.8251748251748252
<2>,cd,ct -> ll	confidence:0.9752066115702479
<2>,date,ls -> cd	confidence:0.9285714285714286
<2>,cd,date -> ls	confidence:0.8297872340425532
<2>,date,vi -> cd	confidence:0.9186991869918699
<2>,cd,date -> vi	confidence:0.8014184397163121
cd,diff,ls -> <2>	confidence:0.9927007299270073
<2>,diff,ls -> cd	confidence:0.9927007299270073
diff,ls -> <2>,cd	confidence:0.9855072463768116
cd,diff,rm -> <2>	confidence:1.0
<2>,diff,rm -> cd	confidence:0.9826086956521739
diff,rm -> <2>,cd	confidence:0.9826086956521739
cd,diff,vi -> <2>	confidence:0.9920634920634921
<2>,diff,vi -> cd	confidence:0.984251968503937
diff,vi -> <2>,cd	confidence:0.9765625
<2>,dir,ll -> cd	confidence:1.0
cd,dir,rm -> <2>	confidence:0.8692307692307693
<2>,dir,rm -> cd	confidence:0.9912280701754386
dir,rm -> <2>,cd	confidence:0.837037037037037
cd,dir,vi -> <2>	confidence:0.8218390804597702
<2>,dir,vi -> cd	confidence:1.0
dir,vi -> <2>,cd	confidence:0.8171428571428572
<2>,elm,fg -> cd	confidence:0.8403755868544601
cd,elm,grep -> <2>	confidence:0.9076923076923077
<2>,elm,grep -> cd	confidence:0.8251748251748252
<2>,elm,ll -> cd	confidence:0.9568965517241379
<2>,elm,ls -> cd	confidence:0.8829268292682927
<2>,elm,more -> cd	confidence:0.9019607843137255
cd,elm,mv -> <2>	confidence:0.9947089947089947
<2>,elm,mv -> cd	confidence:0.9170731707317074
elm,mv -> <2>,cd	confidence:0.912621359223301
<2>,elm,rm -> cd	confidence:0.9011406844106464
<2>,elm,vi -> cd	confidence:0.9016393442622951
<2>,emacs,ll -> cd	confidence:0.9572649572649573
<2>,exit,ls -> cd	confidence:0.9267139479905437
<2>,cd,exit -> ls	confidence:0.9560975609756097
<2>,exit,more -> cd	confidence:0.9703703703703703
cd,exit,mv -> <2>	confidence:1.0
<2>,exit,mv -> cd	confidence:0.9425287356321839
exit,mv -> <2>,cd	confidence:0.9425287356321839
<2>,exit,rm -> cd	confidence:0.9315068493150684
<2>,exit,vi -> cd	confidence:0.9344827586206896
cd,f,ll -> <2>	confidence:0.8475609756097561
<2>,f,ll -> cd	confidence:0.9652777777777778
cd,fg,ll -> <2>	confidence:0.8160919540229885
<2>,fg,ll -> cd	confidence:0.9466666666666667
<2>,fg,ls -> cd	confidence:0.902127659574468
cd,fg,mv -> <2>	confidence:1.0
<2>,fg,mv -> cd	confidence:0.9568345323741008
fg,mv -> <2>,cd	confidence:0.9568345323741008
cd,fg,rm -> <2>	confidence:0.8232558139534883
<2>,fg,rm -> cd	confidence:0.9414893617021277
<2>,fg,vi -> cd	confidence:0.9409448818897638
cd,findall,k -> <2>	confidence:0.8671875
<2>,findall,k -> cd	confidence:0.9327731092436975
<2>,findall,ll -> cd	confidence:0.9724137931034482
<2>,findall -> cd,ll	confidence:0.8057142857142857
<2>,cd,findall -> ll	confidence:0.9724137931034482
<2>,finger,ls -> cd	confidence:0.896551724137931
<2>,finger,rm -> cd	confidence:0.9411764705882353
<2>,finger,vi -> cd	confidence:0.9567901234567902
cd,grep,ll -> <2>	confidence:0.9711934156378601
<2>,grep,ll -> cd	confidence:0.9957805907172996
grep,ll -> <2>,cd	confidence:0.959349593495935
cd,grep,ls -> <2>	confidence:0.889937106918239
<2>,grep,ls -> cd	confidence:0.9792387543252595
grep,ls -> <2>,cd	confidence:0.8549848942598187
cd,grep,m -> <2>	confidence:1.0
<2>,grep,m -> cd	confidence:1.0
grep,m -> <2>,cd	confidence:0.9911504424778761
cd,grep,make -> <2>	confidence:0.9689922480620154
<2>,grep,make -> cd	confidence:1.0
grep,make -> <2>,cd	confidence:0.9689922480620154
cd,grep,mv -> <2>	confidence:1.0
<2>,grep,mv -> cd	confidence:0.9937888198757764
grep,mv -> <2>,cd	confidence:0.9937888198757764
cd,grep,rm -> <2>	confidence:0.9314516129032258
<2>,grep,rm -> cd	confidence:0.9829787234042553
grep,rm -> <2>,cd	confidence:0.8884615384615384
cd,grep,vi -> <2>	confidence:0.9418960244648318
<2>,grep,vi -> cd	confidence:0.9655172413793104
grep,vi -> <2>,cd	confidence:0.9058823529411765
cd,grep,| -> <2>	confidence:0.8245614035087719
<2>,grep,| -> cd	confidence:0.94
cd,k,ll -> <2>	confidence:0.8235294117647058
<2>,k,ll -> cd	confidence:0.9790209790209791
<2>,k -> cd,ll	confidence:0.9302325581395349
<2>,cd,k -> ll	confidence:0.9859154929577465
cd,k,m -> <2>	confidence:0.8701923076923077
<2>,k,m -> cd	confidence:0.9731182795698925
k,m -> <2>,cd	confidence:0.8418604651162791
